indicatorId,geoUnit,year,value,qualifier,magnitude
26637,ABW,2003,91,,
26637,ABW,2005,40,,
26637,ABW,2006,169,,
26637,ABW,2009,107,,
26637,ABW,2010,63,,
26637,ABW,2011,89,,
26637,ABW,2012,36,,
26637,ABW,2013,269,,
26637,ABW,2014,272,,
26637,ABW,2015,322,,
26637,ABW,2016,329,,
26637,AFG,2009,0,,NIL
26637,AFG,2014,0,,NIL
26637,AFG,2020,0,,NIL
26637,AIA,2003,4,,
26637,AIA,2006,0,,NIL
26637,AIA,2007,0,,NIL
26637,AIA,2008,0,,NIL
26637,AIMS: Asia and the Pacific,2000,329030.28125,UIS_EST,
26637,AIMS: Asia and the Pacific,2001,347121.5,UIS_EST,
26637,AIMS: Asia and the Pacific,2002,444449.75,UIS_EST,
26637,AIMS: Asia and the Pacific,2003,479542.46875,UIS_EST,
26637,AIMS: Asia and the Pacific,2004,477823.1875,UIS_EST,
26637,AIMS: Asia and the Pacific,2005,510351.15625,UIS_EST,
26637,AIMS: Asia and the Pacific,2006,540728.625,,
26637,AIMS: Asia and the Pacific,2007,601349.1875,,
26637,AIMS: Asia and the Pacific,2008,657290.5,,
26637,AIMS: Asia and the Pacific,2009,752134.5,UIS_EST,
26637,AIMS: Asia and the Pacific,2010,803654.6875,,
26637,AIMS: Asia and the Pacific,2011,830196.375,,
26637,AIMS: Asia and the Pacific,2012,814106.625,,
26637,AIMS: Asia and the Pacific,2013,866153.3125,,
26637,AIMS: Asia and the Pacific,2014,938568.5625,,
26637,AIMS: Asia and the Pacific,2015,1018737.8125,,
26637,AIMS: Asia and the Pacific,2016,1125216.875,,
26637,AIMS: Asia and the Pacific,2017,1205077.875,,
26637,AIMS: Asia and the Pacific,2018,1318228,,
26637,AIMS: Asia and the Pacific,2019,1456985.875,,
26637,AIMS: Asia and the Pacific,2020,1511211.375,,
26637,AIMS: Asia and the Pacific,2021,1449089,,
26637,AIMS: Asia and the Pacific,2022,1471143.875,,
26637,AIMS: Asia and the Pacific,2023,1567716.875,,
26637,AIMS: Central Asia,2000,21210,UIS_EST,
26637,AIMS: Central Asia,2001,16761,,
26637,AIMS: Central Asia,2002,22318.5,UIS_EST,
26637,AIMS: Central Asia,2003,22406,,
26637,AIMS: Central Asia,2004,27382,,
26637,AIMS: Central Asia,2005,33954,,
26637,AIMS: Central Asia,2006,39532,,
26637,AIMS: Central Asia,2007,42330,,
26637,AIMS: Central Asia,2008,39931,,
26637,AIMS: Central Asia,2009,34376,,
26637,AIMS: Central Asia,2010,32299,,
26637,AIMS: Central Asia,2011,27483,,
26637,AIMS: Central Asia,2012,22817,,
26637,AIMS: Central Asia,2013,22299,,
26637,AIMS: Central Asia,2014,24978,,
26637,AIMS: Central Asia,2015,25432.599609375,,
26637,AIMS: Central Asia,2016,29764.19921875,,
26637,AIMS: Central Asia,2017,31979.80078125,,
26637,AIMS: Central Asia,2018,33961.3984375,,
26637,AIMS: Central Asia,2019,46640,,
26637,AIMS: Central Asia,2020,82775,UIS_EST,
26637,AIMS: Central Asia,2021,106121.25,UIS_EST,
26637,AIMS: Central Asia,2022,124011.5,UIS_EST,
26637,AIMS: Central Asia,2023,112958.75,UIS_EST,
26637,AIMS: East Asia,2000,179202.28125,UIS_EST,
26637,AIMS: East Asia,2001,182852.578125,UIS_EST,
26637,AIMS: East Asia,2002,209003.359375,UIS_EST,
26637,AIMS: East Asia,2003,227245.640625,UIS_EST,
26637,AIMS: East Asia,2004,225990.421875,UIS_EST,
26637,AIMS: East Asia,2005,237429.21875,UIS_EST,
26637,AIMS: East Asia,2006,255658,,
26637,AIMS: East Asia,2007,287151.4375,,
26637,AIMS: East Asia,2008,324098.40625,,
26637,AIMS: East Asia,2009,386711.21875,,
26637,AIMS: East Asia,2010,422166.0625,,
26637,AIMS: East Asia,2011,454578.375,,
26637,AIMS: East Asia,2012,454726.71875,,
26637,AIMS: East Asia,2013,497170.21875,,
26637,AIMS: East Asia,2014,533901.9375,,
26637,AIMS: East Asia,2015,570965.125,,
26637,AIMS: East Asia,2016,626712,,
26637,AIMS: East Asia,2017,655078.75,,
26637,AIMS: East Asia,2018,703463.875,,
26637,AIMS: East Asia,2019,760954.5625,,
26637,AIMS: East Asia,2020,834704.8125,,
26637,AIMS: East Asia,2021,843329.1875,,
26637,AIMS: East Asia,2022,850357.9375,,
26637,AIMS: East Asia,2023,860690.125,,
26637,AIMS: East Asia and the Pacific,2000,297878.28125,UIS_EST,
26637,AIMS: East Asia and the Pacific,2001,319606.5,UIS_EST,
26637,AIMS: East Asia and the Pacific,2002,411048.25,UIS_EST,
26637,AIMS: East Asia and the Pacific,2003,446454.46875,UIS_EST,
26637,AIMS: East Asia and the Pacific,2004,439052.1875,UIS_EST,
26637,AIMS: East Asia and the Pacific,2005,460727.15625,UIS_EST,
26637,AIMS: East Asia and the Pacific,2006,483572.65625,,
26637,AIMS: East Asia and the Pacific,2007,538822.8125,,
26637,AIMS: East Asia and the Pacific,2008,594200.9375,,
26637,AIMS: East Asia and the Pacific,2009,690597.6875,,
26637,AIMS: East Asia and the Pacific,2010,739169.5,,
26637,AIMS: East Asia and the Pacific,2011,765919.75,,
26637,AIMS: East Asia and the Pacific,2012,753196,,
26637,AIMS: East Asia and the Pacific,2013,796283.6875,,
26637,AIMS: East Asia and the Pacific,2014,856740.9375,,
26637,AIMS: East Asia and the Pacific,2015,930399.5625,,
26637,AIMS: East Asia and the Pacific,2016,1023990,,
26637,AIMS: East Asia and the Pacific,2017,1096877.375,,
26637,AIMS: East Asia and the Pacific,2018,1208635.875,,
26637,AIMS: East Asia and the Pacific,2019,1331134.125,,
26637,AIMS: East Asia and the Pacific,2020,1344621.25,,
26637,AIMS: East Asia and the Pacific,2021,1260401.25,,
26637,AIMS: East Asia and the Pacific,2022,1265754.375,,
26637,AIMS: East Asia and the Pacific,2023,1372143.125,,
26637,AIMS: Pacific,2000,118676,,
26637,AIMS: Pacific,2001,136753.9375,,
26637,AIMS: Pacific,2002,202044.875,,
26637,AIMS: Pacific,2003,219208.828125,,
26637,AIMS: Pacific,2004,213061.765625,,
26637,AIMS: Pacific,2005,223297.953125,,
26637,AIMS: Pacific,2006,227914.640625,,
26637,AIMS: Pacific,2007,251671.34375,,
26637,AIMS: Pacific,2008,270102.53125,,
26637,AIMS: Pacific,2009,303886.46875,,
26637,AIMS: Pacific,2010,317003.40625,,
26637,AIMS: Pacific,2011,311341.34375,,
26637,AIMS: Pacific,2012,298469.28125,,
26637,AIMS: Pacific,2013,299113.46875,,
26637,AIMS: Pacific,2014,322839,,
26637,AIMS: Pacific,2015,359434.4375,,
26637,AIMS: Pacific,2016,397278.03125,,
26637,AIMS: Pacific,2017,441798.625,,
26637,AIMS: Pacific,2018,505171.96875,,
26637,AIMS: Pacific,2019,570179.5625,,
26637,AIMS: Pacific,2020,509916.46875,,
26637,AIMS: Pacific,2021,417072.09375,,
26637,AIMS: Pacific,2022,415396.5,,
26637,AIMS: Pacific,2023,511453.03125,,
26637,AIMS: South and West Asia,2000,9711,,
26637,AIMS: South and West Asia,2001,10514,,
26637,AIMS: South and West Asia,2002,10868,,
26637,AIMS: South and West Asia,2003,10492,,
26637,AIMS: South and West Asia,2004,10971,,
26637,AIMS: South and West Asia,2005,14908,,
26637,AIMS: South and West Asia,2006,16554,,
26637,AIMS: South and West Asia,2007,19085.400390625,UIS_EST,
26637,AIMS: South and West Asia,2008,21951.5859375,UIS_EST,
26637,AIMS: South and West Asia,2009,26054.771484375,UIS_EST,
26637,AIMS: South and West Asia,2010,31190.1875,UIS_EST,
26637,AIMS: South and West Asia,2011,35754.60546875,,
26637,AIMS: South and West Asia,2012,37035.62109375,,
26637,AIMS: South and West Asia,2013,46472.63671875,,
26637,AIMS: South and West Asia,2014,55719.65234375,,
26637,AIMS: South and West Asia,2015,61660.671875,,
26637,AIMS: South and West Asia,2016,70012.6875,,
26637,AIMS: South and West Asia,2017,74700.703125,,
26637,AIMS: South and West Asia,2018,73994.71875,,
26637,AIMS: South and West Asia,2019,76936.734375,,
26637,AIMS: South and West Asia,2020,81782.75,,
26637,AIMS: South and West Asia,2021,80776.765625,,
26637,AIMS: South and West Asia,2022,79831,,
26637,AIMS: South and West Asia,2023,79022,,
26637,ALB,2000,678,,
26637,ALB,2001,646,,
26637,ALB,2003,458,,
26637,ALB,2004,483,,
26637,ALB,2011,1480,,
26637,ALB,2012,2091,,
26637,ALB,2018,1969,,
26637,ALB,2019,2244,,
26637,ALB,2020,2246,,
26637,ALB,2021,2088,,
26637,ALB,2022,1872,,
26637,ALB,2023,2012,,
26637,ALB,2024,2254,,
26637,ALECSO: Gulf countries,2000,61844,,
26637,ALECSO: Gulf countries,2001,66455.3359375,UIS_EST,
26637,ALECSO: Gulf countries,2002,71094.6640625,UIS_EST,
26637,ALECSO: Gulf countries,2003,75694,,
26637,ALECSO: Gulf countries,2004,65768,,
26637,ALECSO: Gulf countries,2005,67509,,
26637,ALECSO: Gulf countries,2006,68794,,
26637,ALECSO: Gulf countries,2007,74045.875,,
26637,ALECSO: Gulf countries,2008,77544.75,,
26637,ALECSO: Gulf countries,2009,85088.625,,
26637,ALECSO: Gulf countries,2010,93568.5,,
26637,ALECSO: Gulf countries,2011,103256.375,,
26637,ALECSO: Gulf countries,2012,122151.25,,
26637,ALECSO: Gulf countries,2013,164158.453125,,
26637,ALECSO: Gulf countries,2014,200742.671875,,
26637,ALECSO: Gulf countries,2015,227598,,
26637,ALECSO: Gulf countries,2016,258991.328125,,
26637,ALECSO: Gulf countries,2017,281680.65625,,
26637,ALECSO: Gulf countries,2018,302737,,
26637,ALECSO: Gulf countries,2019,308536,,
26637,ALECSO: Gulf countries,2020,310416,,
26637,ALECSO: Gulf countries,2021,304724,,
26637,ALECSO: Gulf countries,2022,324765.5,,
26637,ALECSO: Gulf countries,2023,362284,UIS_EST,
26637,ALECSO: Least developed countries,2007,6423,UIS_EST,
26637,ALECSO: Least developed countries,2008,7665.5,UIS_EST,
26637,ALECSO: Least developed countries,2009,8908,UIS_EST,
26637,ALECSO: Least developed countries,2010,10150.5,UIS_EST,
26637,ALECSO: Least developed countries,2011,11393,UIS_EST,
26637,ALECSO: Least developed countries,2012,11395,UIS_EST,
26637,ALECSO: Maghreb countries,2000,12382.3330078125,UIS_EST,
26637,ALECSO: Maghreb countries,2001,12092.6669921875,UIS_EST,
26637,ALECSO: Maghreb countries,2002,12287.5,UIS_EST,
26637,ALECSO: Maghreb countries,2003,12247,UIS_EST,
26637,ALECSO: Maghreb countries,2004,13596.5830078125,,
26637,ALECSO: Maghreb countries,2005,12871.6669921875,,
26637,ALECSO: Maghreb countries,2006,14526.75,,
26637,ALECSO: Maghreb countries,2007,15396.8330078125,,
26637,ALECSO: Maghreb countries,2008,16188.9169921875,UIS_EST,
26637,ALECSO: Maghreb countries,2009,16623.5,,
26637,ALECSO: Maghreb countries,2010,17591.083984375,,
26637,ALECSO: Maghreb countries,2011,17862.333984375,,
26637,ALECSO: Maghreb countries,2012,18870.583984375,,
26637,ALECSO: Maghreb countries,2013,23854.833984375,,
26637,ALECSO: Maghreb countries,2014,28786.416015625,,
26637,ALECSO: Maghreb countries,2015,30076,,
26637,ALECSO: Maghreb countries,2016,30856,,
26637,ALECSO: Maghreb countries,2017,35316,,
26637,ALECSO: Maghreb countries,2018,35257.5,,
26637,ALECSO: Maghreb countries,2019,37922,,
26637,ALECSO: Maghreb countries,2020,41499,,
26637,ALECSO: Maghreb countries,2021,41645,,
26637,ALECSO: Maghreb countries,2022,40304,,
26637,ALECSO: Maghreb countries,2023,38720,,
26637,ALECSO: Mashriq countries,2002,63110.16796875,UIS_EST,
26637,ALECSO: Mashriq countries,2003,60047.75,,
26637,ALECSO: Mashriq countries,2004,69793,,
26637,ALECSO: Mashriq countries,2005,69834,,
26637,ALECSO: Mashriq countries,2006,75828,,
26637,ALECSO: Mashriq countries,2007,83803,,
26637,ALECSO: Mashriq countries,2008,95146.3359375,UIS_EST,
26637,ALECSO: Mashriq countries,2009,103439.6640625,UIS_EST,
26637,ALECSO: Mashriq countries,2010,110441,,
26637,ALECSO: Mashriq countries,2011,109145.3359375,UIS_EST,
26637,ALECSO: Mashriq countries,2012,104383.6640625,UIS_EST,
26637,ALECSO: Mashriq countries,2013,101992.5,,
26637,ALECSO: Mashriq countries,2014,105096,,
26637,ALECSO: Mashriq countries,2015,114755.5,UIS_EST,
26637,ALECSO: Mashriq countries,2016,121362,,
26637,ALECSO: Mashriq countries,2017,109725,UIS_EST,
26637,ALECSO: Mashriq countries,2018,112557,UIS_EST,
26637,ALECSO: Mashriq countries,2019,105804,UIS_EST,
26637,ALECSO: Mashriq countries,2020,100274,,
26637,ALECSO: Mashriq countries,2021,130604,UIS_EST,
26637,ALECSO: Mashriq countries,2022,152856,,
26637,ALECSO: Mashriq countries,2023,163458,,
26637,ALECSO: Member countries,2002,152915.328125,UIS_EST,
26637,ALECSO: Member countries,2003,154411.75,UIS_EST,
26637,ALECSO: Member countries,2004,155580.578125,,
26637,ALECSO: Member countries,2005,156637.671875,,
26637,ALECSO: Member countries,2006,165571.75,,
26637,ALECSO: Member countries,2007,179668.703125,,
26637,ALECSO: Member countries,2008,196545.5,UIS_EST,
26637,ALECSO: Member countries,2009,214059.796875,UIS_EST,
26637,ALECSO: Member countries,2010,231751.078125,,
26637,ALECSO: Member countries,2011,241657.046875,UIS_EST,
26637,ALECSO: Member countries,2012,256800.5,UIS_EST,
26637,ALECSO: Member countries,2013,301399.78125,,
26637,ALECSO: Member countries,2014,346018.09375,,
26637,ALECSO: Member countries,2015,383822.5,UIS_EST,
26637,ALECSO: Member countries,2016,422602.34375,,
26637,ALECSO: Member countries,2017,438114.65625,UIS_EST,
26637,ALECSO: Member countries,2018,461944.5,UIS_EST,
26637,ALECSO: Member countries,2019,463655,UIS_EST,
26637,ALECSO: Member countries,2020,463582,,
26637,ALECSO: Member countries,2021,488366,UIS_EST,
26637,ALECSO: Member countries,2022,529318.5,,
26637,ALECSO: Member countries,2023,575855,,
26637,AND,2002,27,,
26637,AND,2003,31,UIS_EST,
26637,AND,2009,102,,
26637,AND,2013,195,,
26637,AND,2015,209,,
26637,AND,2016,235,,
26637,AND,2017,182,,
26637,AND,2018,278,,
26637,AND,2019,260,,
26637,AND,2020,287,,
26637,AND,2021,282,,
26637,AND,2022,246,,
26637,AND,2023,304,,
26637,AND,2024,305,,
26637,ARE,2011,48653,,
26637,ARE,2012,54162,,
26637,ARE,2018,199958,,
26637,ARE,2019,204942,,
26637,ARE,2020,210030,,
26637,ARE,2021,208453,,
26637,ARE,2022,225845,,
26637,ARE,2023,237034,,
26637,ARE,2024,238986,,
26637,ARG,2000,3255,,
26637,ARG,2016,75688,,
26637,ARG,2017,88873,,
26637,ARG,2018,109226.25,,
26637,ARG,2019,116330,,
26637,ARG,2020,121577,,
26637,ARG,2021,117794,,
26637,ARG,2022,137116,,
26637,ARG,2023,126566,,
26637,ARM,2002,2311,,
26637,ARM,2003,2162,,
26637,ARM,2004,3360,,
26637,ARM,2005,4175,,
26637,ARM,2006,4646,,
26637,ARM,2007,4743,,
26637,ARM,2008,4648,,
26637,ARM,2009,4961,,
26637,ARM,2010,4016,,
26637,ARM,2011,4252,,
26637,ARM,2012,4164,,
26637,ARM,2013,3475,,
26637,ARM,2014,4466,,
26637,ARM,2015,4457,,
26637,ARM,2016,4483,,
26637,ARM,2017,4512,,
26637,ARM,2018,4598,,
26637,ARM,2019,5081,,
26637,ARM,2020,5160,,
26637,ARM,2021,5484,,
26637,ARM,2022,6735,,
26637,ARM,2023,6680,,
26637,ARM,2024,8150,,
26637,ASM,2007,0,,NIL
26637,ATG,2009,80,,
26637,ATG,2010,164,,
26637,ATG,2011,102,,
26637,ATG,2012,215,,
26637,AUS,2000,105764,,
26637,AUS,2001,120987,,
26637,AUS,2002,179619,,
26637,AUS,2003,188160,,
26637,AUS,2004,166954,,
26637,AUS,2005,177034,,
26637,AUS,2006,184710,,
26637,AUS,2007,211526,,
26637,AUS,2008,230635,,
26637,AUS,2009,257637,,
26637,AUS,2010,271231,,
26637,AUS,2011,262597,,
26637,AUS,2012,249588,,
26637,AUS,2013,249868,,
26637,AUS,2014,266048,,
26637,AUS,2015,294438,,
26637,AUS,2016,335512,,
26637,AUS,2017,381202,,
26637,AUS,2018,444514,,
26637,AUS,2019,509160,,
26637,AUS,2020,458279,,
26637,AUS,2021,378439,,
26637,AUS,2022,382007,,
26637,AUS,2023,467074,,
26637,AUS,2024,580287,,
26637,AUT,2000,30382,,
26637,AUT,2001,31682,,
26637,AUT,2002,28452,,
26637,AUT,2003,31101,,
26637,AUT,2004,33707,,
26637,AUT,2006,39329,,
26637,AUT,2007,43572,,
26637,AUT,2008,53396.25,,
26637,AUT,2009,59705,,
26637,AUT,2010,68619,,
26637,AUT,2011,70558,,
26637,AUT,2012,58056,,
26637,AUT,2013,70852.25,,
26637,AUT,2014,65164.97265625,,
26637,AUT,2015,67691.34375,,
26637,AUT,2016,70483.4921875,,
26637,AUT,2017,73964.34375,,
26637,AUT,2018,75258.9296875,,
26637,AUT,2019,74630.9765625,,
26637,AUT,2020,75869.890625,,
26637,AUT,2021,82083.3828125,,
26637,AUT,2022,85196.5546875,,
26637,AUT,2023,87009.5625,,
26637,AUT,2024,92054.3984375,,
26637,AZE,2006,3613,,
26637,AZE,2007,4286,,
26637,AZE,2008,5464,,
26637,AZE,2009,6316,,
26637,AZE,2010,5726,,
26637,AZE,2011,5074,,
26637,AZE,2012,4628,,
26637,AZE,2013,4441,,
26637,AZE,2014,4406,,
26637,AZE,2015,4189,,
26637,AZE,2016,4170,,
26637,AZE,2017,4274,,
26637,AZE,2018,4696,,
26637,AZE,2019,4862,,
26637,AZE,2020,5513,,
26637,AZE,2021,5673,,
26637,AZE,2022,6377,,
26637,AZE,2023,7052,,
26637,AZE,2024,7741,,
26637,BDI,2000,179,UIS_EST,
26637,BDI,2002,509,,
26637,BDI,2010,1813,,
26637,BDI,2013,2958,,
26637,BDI,2015,1648,,
26637,BDI,2016,1331,,
26637,BDI,2017,1787,,
26637,BDI,2018,1996,,
26637,BDI,2023,6035,,
26637,BDI,2025,8934,,
26637,BEL,2000,38799,,
26637,BEL,2001,38150,,
26637,BEL,2002,40354,,
26637,BEL,2003,41856,,
26637,BEL,2004,26202,,
26637,BEL,2005,21054,,
26637,BEL,2006,24854,,
26637,BEL,2007,25202,,
26637,BEL,2008,29844,,
26637,BEL,2009,33951,,
26637,BEL,2010,36126,,
26637,BEL,2011,37866,,
26637,BEL,2012,42914,,
26637,BEL,2013,48748,,
26637,BEL,2014,55516,,
26637,BEL,2015,56453,,
26637,BEL,2016,61102,,
26637,BEL,2017,44978,,
26637,BEL,2018,53896,,
26637,BEL,2019,52143,,
26637,BEL,2020,54855,,
26637,BEL,2021,53064,,
26637,BEL,2022,55747,,
26637,BEL,2023,57281,,
26637,BEN,2008,4086,,
26637,BEN,2010,9060,,
26637,BEN,2014,10294,,
26637,BEN,2015,10363,,
26637,BEN,2016,11479,,
26637,BEN,2017,8867,,
26637,BEN,2018,5965,,
26637,BEN,2019,3819,,
26637,BEN,2020,3681,,
26637,BEN,2021,3745,,
26637,BEN,2022,3972,,
26637,BFA,2005,880,,
26637,BFA,2011,2187,,
26637,BFA,2012,2040,,
26637,BFA,2013,2154,,
26637,BFA,2014,1175,,
26637,BFA,2015,2306,,
26637,BFA,2016,2816,,
26637,BFA,2017,3283,,
26637,BFA,2018,3198,,
26637,BFA,2019,3021,,
26637,BFA,2020,3106,,
26637,BFA,2021,3625,,
26637,BFA,2022,3594,,
26637,BFA,2023,4091,,
26637,BFA,2024,4279,,
26637,BGD,2002,354,,
26637,BGD,2003,385,,
26637,BGD,2004,672,,
26637,BGD,2005,748,,
26637,BGD,2006,939,,
26637,BGD,2007,669,,
26637,BGD,2008,1049,,
26637,BGD,2009,1589,,
26637,BGD,2022,2281,,
26637,BGR,2000,8117,,
26637,BGR,2001,8130,,
26637,BGR,2002,7998,,
26637,BGR,2003,8025,,
26637,BGR,2004,8286,,
26637,BGR,2005,8550,,
26637,BGR,2006,9361,,
26637,BGR,2007,9100,,
26637,BGR,2008,9268,,
26637,BGR,2009,9423,,
26637,BGR,2010,10060,,
26637,BGR,2011,10345,,
26637,BGR,2012,11214,,
26637,BGR,2013,11594,,
26637,BGR,2014,11282,,
26637,BGR,2015,11844,,
26637,BGR,2016,12201,,
26637,BGR,2017,13746,,
26637,BGR,2018,15155,,
26637,BGR,2019,16499,,
26637,BGR,2020,17575,,
26637,BGR,2021,18125,,
26637,BGR,2022,19162,,
26637,BGR,2023,19250,,
26637,BGR,2024,15438,,
26637,BHR,2003,1331,,
26637,BHR,2005,797,,
26637,BHR,2006,672,,
26637,BHR,2014,5039,,
26637,BHR,2015,5397,,
26637,BHR,2016,5128,,
26637,BHR,2017,5616,,
26637,BHR,2018,6040,,
26637,BHR,2019,6678,,
26637,BHR,2020,6192,,
26637,BHR,2021,5976,,
26637,BHR,2022,5720,,
26637,BHR,2023,5475,,
26637,BHR,2024,5864,,
26637,BIH,2011,5188,,
26637,BIH,2012,6296,,
26637,BIH,2013,7300,,
26637,BIH,2014,8147,,
26637,BIH,2015,8106,,
26637,BIH,2016,7810,,
26637,BIH,2017,7275,,
26637,BIH,2018,7083,,
26637,BIH,2019,6334,,
26637,BIH,2020,5454,,
26637,BIH,2021,5501,,
26637,BIH,2022,5691,,
26637,BIH,2023,6081,,
26637,BLR,2000,2684,,
26637,BLR,2001,1794,,
26637,BLR,2002,2626,,
26637,BLR,2003,1011,,
26637,BLR,2004,2428,,
26637,BLR,2005,3597,,
26637,BLR,2006,3544,,
26637,BLR,2007,4423,,
26637,BLR,2008,5909,,
26637,BLR,2009,6881,,
26637,BLR,2010,8554,,
26637,BLR,2011,10193,,
26637,BLR,2012,12131,,
26637,BLR,2013,13541,,
26637,BLR,2014,14924,,
26637,BLR,2015,15884,,
26637,BLR,2016,16548,,
26637,BLR,2017,17553,,
26637,BLR,2018,16866,,
26637,BLR,2019,17921,,
26637,BLR,2020,21177,,
26637,BLR,2021,22237,,
26637,BLR,2022,25627,,
26637,BLR,2023,21867,,
26637,BLR,2024,20294,,
26637,BLZ,2022,188,,
26637,BLZ,2023,36,,
26637,BLZ,2024,183,,
26637,BMU,2009,70,,
26637,BMU,2010,76,,
26637,BMU,2011,92,,
26637,BMU,2012,86,,
26637,BMU,2014,230,,
26637,BMU,2015,171,,
26637,BMU,2017,150,,
26637,BMU,2018,69,,
26637,BMU,2023,43,,
26637,BRA,2002,1260,,
26637,BRA,2003,1246,,
26637,BRA,2004,1117,,
26637,BRA,2009,16317,,
26637,BRA,2010,14738,,
26637,BRA,2011,14432,,
26637,BRA,2012,15221,,
26637,BRA,2014,19093,,
26637,BRA,2015,19855,,
26637,BRA,2016,19996,,
26637,BRA,2017,20671,,
26637,BRA,2018,21181,,
26637,BRA,2019,21803,,
26637,BRA,2020,22364,,
26637,BRA,2021,22250,,
26637,BRA,2022,24009,,
26637,BRA,2023,25186,,
26637,BRA,2024,27989,,
26637,BRB,2001,589,,
26637,BRB,2007,890,,
26637,BRB,2009,1504,,
26637,BRB,2010,1714,,
26637,BRB,2011,1714,,
26637,BRN,2000,78,,
26637,BRN,2001,189,,
26637,BRN,2004,198,,
26637,BRN,2005,164,,
26637,BRN,2006,150,,
26637,BRN,2007,174,,
26637,BRN,2008,190,,
26637,BRN,2009,295,,
26637,BRN,2010,229,,
26637,BRN,2011,372,,
26637,BRN,2012,354,,
26637,BRN,2014,360,,
26637,BRN,2015,529,,
26637,BRN,2016,349,,
26637,BRN,2017,436,,
26637,BRN,2018,475,,
26637,BRN,2019,377,,
26637,BRN,2020,420,,
26637,BRN,2023,577,,
26637,BTN,2007,0,,NIL
26637,BTN,2021,4393,,
26637,BWA,2005,654,,
26637,BWA,2014,1417,,
26637,BWA,2015,988,,
26637,BWA,2016,1357,,
26637,BWA,2017,1180,,
26637,BWA,2019,1149,,
26637,BWA,2020,1185,,
26637,BWA,2021,1287,,
26637,BWA,2022,1290,,
26637,BWA,2023,2172,,
26637,CAF,2006,485,,
26637,CAF,2012,1800,,
26637,CAN,2000,36450,NAT_EST,
26637,CAN,2001,42711,NAT_EST,
26637,CAN,2002,49572,NAT_EST,
26637,CAN,2003,59067,NAT_EST,
26637,CAN,2004,65001,NAT_EST,
26637,CAN,2005,69126,NAT_EST,
26637,CAN,2006,68520,NAT_EST,
26637,CAN,2007,92881,NAT_EST,
26637,CAN,2008,93479,NAT_EST,
26637,CAN,2009,95590,NAT_EST,
26637,CAN,2010,106284,NAT_EST,
26637,CAN,2011,120960,NAT_EST,
26637,CAN,2012,135187,NAT_EST,
26637,CAN,2013,151244,NAT_EST,
26637,CAN,2014,164274,NAT_EST,
26637,CAN,2015,171603,NAT_EST,
26637,CAN,2016,189478,NAT_EST,
26637,CAN,2017,209979,,
26637,CAN,2018,224548.3125,,
26637,CAN,2019,279167.84375,,
26637,CAN,2020,323157,,
26637,CAN,2021,312630,,
26637,CAN,2022,336837,,
26637,CAN,2023,389181,,
26637,CECC-SICA,2002,10368,UIS_EST,
26637,CECC-SICA,2003,10392,UIS_EST,
26637,CECC-SICA,2004,10468.857421875,UIS_EST,
26637,CECC-SICA,2005,10196.0478515625,UIS_EST,
26637,CECC-SICA,2006,10018.23828125,UIS_EST,
26637,CECC-SICA,2007,9900.4287109375,UIS_EST,
26637,CECC-SICA,2008,10956.2861328125,UIS_EST,
26637,CECC-SICA,2009,10979.142578125,UIS_EST,
26637,CECC-SICA,2010,11222,UIS_EST,
26637,CECC-SICA,2011,11587,UIS_EST,
26637,CECC-SICA,2012,11836,UIS_EST,
26637,CECC-SICA,2013,12130,UIS_EST,
26637,CECC-SICA,2014,11906,UIS_EST,
26637,CECC-SICA,2015,12268,UIS_EST,
26637,CECC-SICA,2016,13395,UIS_EST,
26637,CECC-SICA,2017,13871,UIS_EST,
26637,CECC-SICA,2018,13494,UIS_EST,
26637,CECC-SICA,2019,12964,,
26637,CECC-SICA,2020,15157.5,UIS_EST,
26637,CECC-SICA,2021,15465,UIS_EST,
26637,CECC-SICA,2022,17116.5,UIS_EST,
26637,CECC-SICA,2023,17382,UIS_EST,
26637,CHE,2000,26003,,
26637,CHE,2001,27765,,
26637,CHE,2002,29301,,
26637,CHE,2003,32847,,
26637,CHE,2004,35705,,
26637,CHE,2005,36792,,
26637,CHE,2006,36680,,
26637,CHE,2007,38317,,
26637,CHE,2008,31706,,
26637,CHE,2009,34847,,
26637,CHE,2010,38195,,
26637,CHE,2011,41803,,
26637,CHE,2012,44468,,
26637,CHE,2013,47142,,
26637,CHE,2014,49552,,
26637,CHE,2015,50591,,
26637,CHE,2016,51911,,
26637,CHE,2017,53368,,
26637,CHE,2018,54279,,
26637,CHE,2019,55698,,
26637,CHE,2020,57972,,
26637,CHE,2021,61262,,
26637,CHE,2022,64847,,
26637,CHE,2023,66189,,
26637,CHE,2024,67805,,
26637,CHL,2000,3477,,
26637,CHL,2002,4883,,
26637,CHL,2003,5211,,
26637,CHL,2005,1966,,
26637,CHL,2007,7946,,
26637,CHL,2008,12159,,
26637,CHL,2009,7507,,
26637,CHL,2010,9618,,
26637,CHL,2011,2939,,
26637,CHL,2012,3461,,
26637,CHL,2013,3001,,
26637,CHL,2014,3242,,
26637,CHL,2015,3810,,
26637,CHL,2016,4568,,
26637,CHL,2017,4708,,
26637,CHL,2018,5682,,
26637,CHL,2019,10341,,
26637,CHL,2020,12832,,
26637,CHL,2021,16888,,
26637,CHL,2022,17721,,
26637,CHL,2023,19891,,
26637,CHL,2024,22235,,
26637,CHN,2006,36386,,
26637,CHN,2007,42138,,
26637,CHN,2008,51038,,
